인증기업목록,,,,,,,,
,,,,,,,,
분류명,업체명,전화번호,기업주소,,,,,
[743] 무기성 토목·건축 자재,삼성아스콘,064-794-1063,제주특별자치도 서귀포시 대정읍 평화로89번길 169,,,,,
[141] 복사기,삼성전자(주),031-443-4813,경기도 수원시 영통구 삼성로 129,,,,,
[142] 프린터,삼성전자(주),031-443-4813,경기도 수원시 영통구 삼성로 129,,,,,
[143] 팩시밀리,삼성전자(주),031-443-4813,경기도 수원시 영통구 삼성로 129,,,,,
[145] 노트북 컴퓨터,삼성전자(주),031-443-4813,경기도 수원시 영통구 삼성로 129,,,,,
[147] 컴퓨터용 모니터,삼성전자(주),031-443-4813,경기도 수원시 영통구 삼성로 129,,,,,
[229] 비데,삼성전자(주),031-443-4813,경기도 수원시 영통구 삼성로 129,,,,,
[401] 에어컨디셔너,삼성전자(주),031-443-4813,경기도 수원시 영통구 삼성로 129,,,,,
[431] 텔레비전,삼성전자(주),031-443-4813,경기도 수원시 영통구 삼성로 129,,,,,
[241] 페인트,삼성종합안전(주),031-703-8222,"경기도 성남시 분당구 탄천상로 164, 시동 717호 (구미동,시그마2오피스텔)",,,,,
[241] 페인트,삼성포리머(주),031-499-8011,경기도 안산시 단원구 지원로 15 (성곡동),,,,,
[722] 고무제품,삼성포리머(주),031-499-8011,경기도 안산시 단원구 지원로 15 (성곡동),,,,,
[743] 무기성 토목·건축 자재,삼양진흥(주),033-334-8811,강원도 평창군 용평면 뒷골길 3,,,,,
[607] 수처리제,삼양환경산업(주),054-336-2072,경상북도 영천시 도남공단2길 38 (도남동),,,,,
[608] 탈취제,삼영에코마스터(주),031-477-3033,"경기도 시흥시 공단1대로260번안길 48, 3층 3다 616 (정왕동)",,,,,
[303] 주방용 세제,삼영케미칼,054-977-0020,경상북도 칠곡군 왜관읍 현대로 122-23,,,,,
[250] 창호 및 창호부속품,삼원시스템(주),031-366-9977,경기도 화성시 남양읍 주석로325번길 12 (북양동),,,,,
[743] 무기성 토목·건축 자재,삼원아스콘(주),061-762-9607,전라남도 광양시 광양읍 제철로 315-16,,,,,
[743] 무기성 토목·건축 자재,삼원환경산업(주),041-931-1425,충청남도 보령시 남포면 평촌밤섬길 218-191,,,,,
[746] 골재 및 미분말,삼원환경산업(주),041-931-1425,충청남도 보령시 남포면 평촌밤섬길 218-191,,,,,
[721] 합성수지 제품,삼융사,053-615-1566,경상북도 경산시 압량면 가일길20길 13-3,,,,,
[265] 발광다이오드 전광판,삼익전자공업(주),02-510-2000,서울특별시 강남구 강남대로 560 (논현동),,,,,
[172] 가구,삼인싸이언스(주),031-433-8941,"경기도 안산시 단원구 엠티브이4로48번길 27, 1층",,,,,
[321] 화장지,삼정펄프(주),031-664-5377,경기도 평택시 고덕면 고덕로 85,,,,,
[303] 주방용 세제,삼진그린푸드(주),051-261-9560,부산광역시 사하구 장림번영로104번길 120 (장림동),,,,,
[721] 합성수지 제품,삼진화학,043-732-7606,충청북도 옥천군 동이면 옥천로 2182-1,,,,,
[241] 페인트,삼창기연(주),031-989-5440,경기도 김포시 대곶면 학의동로34번길 67-54,,,,,
[244] 건설용 방수재,삼창기연(주),031-989-5440,경기도 김포시 대곶면 학의동로34번길 67-54,,,,,
[251] 접착제,삼창기연(주),031-989-5440,경기도 김포시 대곶면 학의동로34번길 67-54,,,,,
[746] 골재 및 미분말,삼척에코건자재(주),033-575-9595,강원도 삼척시 원덕읍 삼척로 734,,,,,
[721] 합성수지 제품,삼한에스디,031-322-4245,경기도 용인시 처인구 양지면 주북로73번길 56-34,,,,,
[265] 발광다이오드 전광판,삼형전자(주),031-354-4478,경기도 화성시 향남읍 발안공단로5길 65,,,,,
[241] 페인트,삼화페인트공업(주),031-499-0394,경기도 안산시 단원구 별망로 178,,,,,
[243] 보온·단열재,삼화페인트공업(주),031-499-0394,경기도 안산시 단원구 별망로 178,,,,,
[259] 건축용 실링재,삼화페인트공업(주),031-499-0394,경기도 안산시 단원구 별망로 178,,,,,
[311] 의류,상개장애인보호작업장,052-267-7033,울산광역시 남구 상개로 202-21,,,,,
[507] 비석면 운송 부품,상신브레이크(주),053-615-0101,대구광역시 달성군 논공읍 논공중앙로33길 10,,,,,
[606] 포장재,상협산업(주),053-616-0057,대구광역시 달성군 논공읍 노이길 12-6,,,,,
[608] 탈취제,새숨바이오,031-8089-7033,"경기도 포천시 군내면 포천로 931-29, 나동",,,,,
[743] 무기성 토목·건축 자재,새인산업(주),055-386-1231,경상남도 양산시 명곡로 217 (신기동),,,,,
[250] 창호 및 창호부속품,새창산업,054-972-8310,경상북도 칠곡군 왜관읍 공단로13길 77,,,,,
[251] 접착제,새풀상사,062-515-5838,광주광역시 광산구 사암로118번길 116 (우산동),,,,,
[721] 합성수지 제품,새한합성산업(주),054-371-0071,경상북도 청도군 풍각면 봉기1길 24,,,,,
[243] 보온·단열재,생고뱅이소바코리아(주),041-351-4031,충청남도 당진시 송악읍 부곡공단1길 70,,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,샤워플러스(주),031-529-3073,경기도 남양주시 진접읍 양진로926번길 58-15,,,,,
[743] 무기성 토목·건축 자재,서경아스콘(주)충주지점,043-724-1010,충청북도 충주시 앙성면 가곡로 1831,,,,,
[241] 페인트,서광기업(주),032-514-4211,"인천광역시 부평구 충선로203번길 40, 삼산동, C&C로데오I빌딩 308호",,,,,
[210] LED 등기구,서광조명,031-637-5871,경기도 이천시 호법면 덕평로 243-20,,,,,
[766] 종량제 쓰레기 봉투,서구청,032-569-7452,"인천광역시 서구 서곶로 307, 인천광역시 서구 서곶로 299(심곡동)",,,,,
[743] 무기성 토목·건축 자재,서남아스콘(주),061-864-9800,전라남도 장흥군 장흥읍 장흥대로 3046-130,,,,,
[311] 의류,서도산업(주),053-985-3881,대구광역시 동구 화랑로99길 9 (용계동),,,,,
[246] 실내용 바닥 장식재,서문팀버(주),031-689-5585,경기도 김포시 대곶면 대곶서로 1-34,,,,,
[746] 골재 및 미분말,서봉리사이클링(주),051-264-0358,"부산광역시 해운대구 윗반송로 64 (반송동,케이티-이 반송사옥4층)",,,,,
[177] 학생용 책상 및 의자,서우산업(주),041-751-2407,충청남도 금산군 추부면 군북로 1145,,,,,
[721] 합성수지 제품,서우실업(주),032-821-6401,"인천광역시 남동구 남동대로409번길 30 (남촌동, 3블럭5롯트)",,,,,
[172] 가구,서울강철,031-942-8928,경기도 파주시 조리읍 등원로105번길 94-24,,,,,
[724] 생분해성 수지 제품,서울수출포장(주),031-983-0062,경기도 김포시 대곶면 산자뫼로 122-130,,,,,
[207] 전선케이블,서울전선(주),043-879-7200,충청북도 음성군 삼성면 멍심이길 27-20,,,,,
[107] 문서파일류,서일산업,031-943-4086,경기도 파주시 조리읍 명봉산로114번길 30,,,,,
[207] 전선케이블,서일전선(주),031-866-4101,경기도 동두천시 강변로762번길 15 (동두천동),,,,,
[243] 보온·단열재,서진산업(주),061-395-1491,전라남도 장성군 황룡면 요월정로 143-11,,,,,
[221] 수도꼭지,서진통상(주),054-603-1178,경기도 안산시 단원구 범지기로141번길 31,,,,,
[223] 대변기,서진통상(주),054-603-1178,경기도 안산시 단원구 범지기로141번길 31,,,,,
[144] 개인용 컴퓨터,서평테크(주),061-334-9608,전라남도 나주시 황동3길 17-15 (빛가람동),,,,,
[147] 컴퓨터용 모니터,서평테크(주),061-334-9608,전라남도 나주시 황동3길 17-15 (빛가람동),,,,,
[241] 페인트,서현산업(주),064-746-7667,"제주특별자치도 제주시 황사평길 163, 1층",,,,,
[743] 무기성 토목·건축 자재,석문산업(주),041-358-0170,"충청남도 당진시 석문면 산단7로4길 67, 2층",,,,,
[746] 골재 및 미분말,석원산업,055-346-5598,경상남도 김해시 주촌면 김해대로1538번길 125-32,,,,,
[241] 페인트,선우건설화학(주),061-382-3779,전라남도 담양군 담양읍 에코산단3로 70,,,,,
[210] LED 등기구,선우라이텍,031-498-5971,"경기도 시흥시 옥구천서로237번길 66, 1나동 306호(정왕동, 시화공단)",,,,,
[766] 종량제 쓰레기 봉투,선종산업,055-338-4353,경상남도 김해시 주촌면 서부로1541번길 164-28,,,,,
[608] 탈취제,선진B&T,051-611-5591,부산광역시 남구 수영로325번길 159-63 (대연동),,,,,
[177] 학생용 책상 및 의자,선진공업(주),063-232-4451,전라북도 완주군 상관면 춘향로 4503-7,,,,,
[745] 블록·타일·판재류,선진기업(주),041-834-6556,충청남도 부여군 석성면 선사로 12,,,,,
[172] 가구,선진산업(주),041-572-5270,충청남도 천안시 서북구 직산읍 성진로 462,,,,,
[483] 침대,선한산업,031-923-1414,경기도 고양시 일산서구 덕산로65번길 21,,,,,
[210] LED 등기구,선호라이팅(주),02-2606-3020,"경기도 고양시 덕양구 통일로 140, 비동 120호 (동산동, 삼송테크노밸리)",,,,,
[743] 무기성 토목·건축 자재,선화산업(주),032-719-7211,인천광역시 서구 도담3로 10 (오류동),,,,,
[744] 슬래그 가공 제품,성광스틸,010-3567-6938,"김해시 안곡로 156 (삼계동, 20, 21번지)",,,,,
[744] 슬래그 가공 제품,성동기업(주),055-974-0727,경상남도 산청군 산청읍 산수로 116-28,,,,,
[241] 페인트,성림건공(주),02-549-4595,서울특별시 강남구 선릉로 664,,,,,
[241] 페인트,성문산업(주),031-352-6911,경기도 화성시 정남면 덕절제기길 31,,,,,
[244] 건설용 방수재,성문산업(주),031-352-6911,경기도 화성시 정남면 덕절제기길 31,,,,,
[721] 합성수지 제품,성민산업,043-878-5342,"충청북도 음성군 금왕읍 행제길 66, 1층",,,,,
[250] 창호 및 창호부속품,성방산업(주),054-637-8345,경상북도 영주시 장수면 장수로220번길 42,,,,,
[743] 무기성 토목·건축 자재,성산환경(주),061-682-7985,전라남도 여수시 소라면 봉두로 356,,,,,
[172] 가구,성심산업(주),031-256-9108,경기도 화성시 기안길 129-13,,,,,
[241] 페인트,성안디앤씨,031-881-6613,"경기도 여주시 평장길 112 ( 현암동, 평장길 112)",,,,,
[241] 페인트,성안디앤씨(주),02-508-6612,"서울특별시 강남구 학동로20길 12-4, 1층(논현동,성안빌딩)",,,,,
[250] 창호 및 창호부속품,성우엔지니어링(주),042-823-8650,대전광역시 대덕구 신탄진로756번길 54 (신탄진동),,,,,
[723] 목재 성형제품,성원기업,033-242-5775,강원도 춘천시 퇴계공단1길 55,,,,,
[243] 보온·단열재,성원산업,031-355-1071,경기도 화성시 마도면 마도로 406-24,,,,,
[246] 실내용 바닥 장식재,성원이즈(주),02-2203-0860,"서울특별시 성동구 아차산로 126, 13층 1307호,1311호(성수동2가, 더리브 세종타워)",,,,,
[721] 합성수지 제품,성원화학(주),054-634-5633,경상북도 영주시 문수면 반구로 366-19,,,,,
[744] 슬래그 가공 제품,성지산업개발(주),055-744-1980,경상남도 진주시 대곡면 대화로 25,,,,,
[243] 보온·단열재,성진산업(주),031-762-6120,경기도 광주시 곤지암읍 광여로4번길 35,,,,,
[724] 생분해성 수지 제품,성진산업사,053-584-5782,대구광역시 달서구 성서로67안길 39 (이곡동),,,,,
[723] 목재 성형제품,성창보드(주),052-255-3500,울산광역시 울주군 삼남면 강당로 35,,,,,
[243] 보온·단열재,세경산업(주),031-883-6357,경기도 여주시 가남읍 흑석로 1,,,,,
[724] 생분해성 수지 제품,세경화학,031-357-9977,경기도 화성시 마도면 마도로 574-34,,,,,
[248] 벽 및 천장 마감재,세계금속산업(주),062-265-0326,"전라남도 담양군 담양읍 에코산단3로 70, 다동",,,,,
[241] 페인트,세기하이테크건설(주),02-415-9461,"서울특별시 송파구 송파대로 201, B동 915호(문정동 송파테라타워2)",,,,,
[225] 수도 계량기,세나스,02-2083-1431,"경기도 광명시 하안로 60 E동-1001(소하동, 광명SK테크노파크)",,,,,
[745] 블록·타일·판재류,세라코(주),061-331-9000,"전라남도 나주시 봉황면 봉황농공단지길 134-7, 1층",,,,,
[223] 대변기,세림산업(주),041-633-8403,충청남도 홍성군 금마면 충서로 2111,,,,,
[603] 산업용 축전지,세방전지(주),02-3451-6159,서울특별시 강남구 선릉로 433 (역삼동),,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,세븐워터,031-998-2161,경기도 김포시 대곶면 율생중앙로206번길 91,,,,,
[221] 수도꼭지,세비앙(주),031-765-3110,경기도 광주시 오포읍 봉골길 164-11,,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,세비앙(주),031-765-3110,경기도 광주시 오포읍 봉골길 164-11,,,,,
[223] 대변기,세비앙(주),031-765-3110,경기도 광주시 오포읍 봉골길 164-11,,,,,
[743] 무기성 토목·건축 자재,세영개발(주),063-561-6262,전라북도 고창군 성송면 운선암길 48-69,,,,,
[608] 탈취제,세움(주),031-865-4888,"경기도 양주시 평화로 1768 (회정동, 2층)",,,,,
[250] 창호 및 창호부속품,세웅건업,064-756-6945,"제주특별자치도 제주시 선반로12길 17, 1층(화북일동)",,,,,
[241] 페인트,세원건설(주),053-753-8896,경상북도 예천군 예천읍 효자로 187,,,,,
[241] 페인트,세원산업(주),033-241-3537,강원도 춘천시 동내면 거두단지1길 56,,,,,
[227] 수도용 급수관,세인스틸(주),063-547-3474,전라북도 김제시 백산면 자유무역길 200,,,,,
[743] 무기성 토목·건축 자재,세일건업(주),054-933-8954,경상북도 성주군 용암면 용정공단길 20,,,,,
[210] LED 등기구,세일전기(주),02-2103-5200,"부산광역시 해운대구 센텀중앙로 48, 1005호(우동, 에이스하이테크21)",,,,,
[248] 벽 및 천장 마감재,세정에이텍,031-339-7521,경기도 용인시 처인구 남사면 원암로 451-5,,,,,
[723] 목재 성형제품,세정에이텍,031-339-7521,경기도 용인시 처인구 남사면 원암로 451-5,,,,,
[606] 포장재,세종그린팩,051-941-0456,부산광역시 강서구 낙동북로126번길 16-39(강동동),,,,,
[724] 생분해성 수지 제품,세종그린팩,051-941-0456,부산광역시 강서구 낙동북로126번길 16-39(강동동),,,,,
[766] 종량제 쓰레기 봉투,세종그린팩,051-941-0456,부산광역시 강서구 낙동북로126번길 16-39(강동동),,,,,
[726] 목재.합성수지 복합 성형 제품,세종데크,055-854-0019,경상남도 사천시 곤양면 곤북로 94,,,,,
[743] 무기성 토목·건축 자재,세종아스콘(주),042-536-0766,"대전광역시 중구 수침로 104-1, 1층 (태평동)",,,,,
[721] 합성수지 제품,세종테크,043-211-0044,충청북도 청주시 청원구 오창읍 두릉유리로 1241-35,,,,,
[241] 페인트,세진산업(주),031-611-2650,경기도 평택시 서탄면 사리길 53-22,,,,,
[743] 무기성 토목·건축 자재,세창아스콘(주),064-799-8301,제주특별자치도 제주시 애월읍 장소로 413,,,,,
[746] 골재 및 미분말,세한(주),055-853-5507,경상남도 사천시 주공로 85 (용강동),,,,,
[608] 탈취제,센트럴인텍,070-4231-6447,"경기도 시흥시 공단2대로190번길 36 (정왕동, 2바613)",,,,,
[210] LED 등기구,셀라이텍코리아(주),031-533-7383,"경기도 안양시 동안구 학의로 282, 비109호(관양동, 금강펜테리움아이티타워)",,,,,
